account_no,customer_name,alias,customer_group,legacy_codes,contract_numbers,contract_sl_nos,emirate,place_of_supply,district,address,po_box,email,phone,mobile,trn,priority,latitude,longitude,maps_link_coords,location_source,location_status,required_info,notes
11537,ACUBE INDUSTRIES LLC,,,,,,Umm Al Quwain,Umm Al Quwain,,"Umm Al Quwain Area 02,, Umm Dera, Sector 5,Al Rafaah, Ummul Al Quwain",,,,0503129727,104893866400003,,25.5647,55.5532,"https://www.google.com/maps?q=25.564700,55.553200",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11538,Rahma Mohammed Abdulla Saif Al Shamsi (Muweilah 2157 Bldg),,,,,,Sharjah,Sharjah,Muwaileh,Muweilah 2157 Bldg,,,0507004939,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11539,Ocean Oilfield Driling Rigs & Marine Eng,,OCEAN OILFIELD GROUP,,,,Sharjah,Sharjah,Al Hamriyah,"HD33&34, Hamriya freezone,phase 1,, Sharjah",50034,,,,,,25.456513,55.513359,"https://www.google.com/maps?q=25.456513,55.513359",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11541,Obaid Essa Ahmed Alsalman,,,,,,Sharjah,Sharjah,,"Al Bassmah Tower,King Abdulaziz Street, Al Majas 2, Sharjah",,,,0506262777,100429117300003,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11542,Jon Allsopp,,,,,,Dubai,Dubai,,"1805 windsor Manor Tower, Business Bay, Dubai",,,0585903016,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11543,Federal Exchange,,,,,,Dubai,Dubai,,"Al Quoz Mall , Dubai",,,,552700660,100334378500003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11544,Hot Bowl Restaurant LLC,,,,,,Dubai,Dubai,,Karama,,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11545,ABO OSAMO,,,,,,Dubai,Dubai,,Algarhound Dubai,,,,0559552420,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11546,VENCO  IMITIAZ CONTRACTING CO LLC,,,,,,Sharjah,Sharjah,Industrial Area 3,IND 3,,,,+971555566191,,,25.323377,55.393328,"https://www.google.com/maps?q=25.323377,55.393328",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11547,Four Links Insulation,,,,,,,,,"Business Tower-No 3106 31st Floor, Corniche St Al Majas",,,,+971544479346,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11548,OXYGEN GENERAL MAINT CONT L.L.C,,,,,,Ajman,Ajman,,"Riyad Building,Shop No-7, Street No-1,Ajman Insdustrial-2",,,,525213628,100611652700003,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11549,MANARAT MUWAILEH REST,,,,,,Sharjah,Sharjah,Muwaileh,Muwaileh,,,,+971564459927,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11551,SHIFA MUWAILEH MEDICAL CENTER L.L.C,,,,,,,,,"Shop No : 2.Muwailih,Maliha Road,",,,,+971524049165,104900860800003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11552,Maryam Mohammed Ali Fajar,Mustaqbal Real Estate,,,,,,,,Yarmuk Building,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11553,SAIF MUSABBEH ABDULLA MAJED AL MESAFRI,Mustaqbal Real Estate,,,,,Sharjah,Sharjah,Industrial Area 13,"Industrial 13, Office Building",,,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11554,Mohammed Abdullah Shamsudheen Al Kandary,Mustaqbal Real Estate,,,,,Sharjah,Sharjah,Abu Shagara,Abushagara Bldg Owner,,,,,,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11555,Abdel Rahman Saleh Ahmed Al Ali,Mustaqbal Real Estate,,,,,,,,"Villa 154 A, Al Qasimi St",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11556,THARIK ABDUL AZEEZ (SHIFA AL JASEERA),Shifa Al Jaseera,,,,,,,,"VILLA,AL JADDA",,,,+971524049165,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11557,AL NASSER PROPERTIES,,,,,,,,,"8th Floor,Liwa Tower,Captital Centre,, AL Khaleej Al Arabui Street",46611,,+97125059275,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11558,LAND MARK RETAIL INVEST COMPANY LLC,,,,,,Dubai,Dubai,,Dubai Marina,,,,+971045174001,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11559,P2,,,,,,,,,Jamal Abdul Nassir,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11561,XESS ADVERTISING LLC,,,,,,Dubai,Dubai,,"SHED 4,20 A STREETMMARABEA ROAD, AL QUOZ IND 4",300697,,,0521056078,100200523700003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11562,Lulu Exchange,,,",",,,,,,Grand Mall 1,,,,065634780,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11563,FATIMA ALMARZOOQI BEAUTY&SPA CENTER L.L.C,,,,1066/25,27,Sharjah,Sharjah,Halwan,Halwan,,,,,,,25.34137,55.426489,"https://www.google.com/maps?q=25.341370,55.426489",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Location inherited from contract master (SL 27)
11564,HOUSE OF GRIL RESTAURANT,,,,,,Sharjah,Sharjah,Abu Shagara,"OPP AL MADINA SUPERMARKET , ABU SHAGARA PARK",,,,0528947476,100051670600003,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11565,Giridhar Alwar,,,,,,Sharjah,Sharjah,Al Rolla,"Monacco Hotel,Building F3, , Flat No G2, Rolla",,,,0506547759,,,25.35707,55.391061,"https://www.google.com/maps?q=25.357070,55.391061",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11566,AL MANIYA REALESTATE,,,,,,,,,"Al Saja,",,,,050290712,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11567,PERFECT OASIS CATERING SERVICES LLC-SP,,,,,,Sharjah,Sharjah,Al Dhaid,"No 19,Al Sajaa, Al Dhaid Street,Industrial Area",15268,quality@taashgroup.com,,+971508364402,104075544700003,,25.27092,55.876824,"https://www.google.com/maps?q=25.270920,55.876824",AREA_CENTROID,AREA_APPROX,,District-level coordinates only — capture exact pin on first visit
11568,Mohammed Al Hasoun Medical Centre,,,,1054/25,18,Sharjah,Sharjah,Al Khan,Al Khan,,,,+971503751572,,,25.324518,55.375133,"https://www.google.com/maps?q=25.324518,55.375133",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 18)
11569,AL FAWZAN HAIRDRESSERS SALON .BR. 1,,,,,,,,,Al Majas,,,,0557724365,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11571,AL YAM BEAUTY CENTER,,,,"1047/25, 1144/26","13, 88",Sharjah,Sharjah,Al Dhaid,Al Dhaid Central Region,,,,0502020395,,,25.299862,55.874383,"https://www.google.com/maps?q=25.299862,55.874383",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,"Location inherited from contract master (SL 13, 88)"
11572,GOPAL&SUMAN ROASTRY LLC,,,,1061/25,22,Sharjah,Sharjah,Al Gharb,"AL GUAIR,SHARJAH",,,,052670095,,,25.35783,55.388649,"https://www.google.com/maps?q=25.357830,55.388649",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 22)
11573,Huraiz Rashed villa,,,,,,,,,,,,,0501022500,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11574,HOME DEALS REAL ESTATE,,,,,,,,,,,info@homedeals.ae,,065738882,,,,,,NONE,NO_LOCATION,ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11575,THEATRICAL ASSOCIATION,,,,,,,,,Al Tawn,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11576,TABASCO TECH CONT LLC,,,,,,,,,"Damas Building, Tabasco Tech Cont, 8th Floor",,,,+971554421505,100291596300003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11577,Cihan Coskun,,,,,,,,,"Damac Hills 2, Aquilegi Cluster",,,,+971525413926,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11578,Trends Research Centre,,,,,,,,,Donna Towers,,,,+971559824750,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11579,MR OBAID ESSA,,,,,,,,,Al Falah Villa,,,,+971506262777,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11581,AL KATAR SUPERMARKET,,,,,,Sharjah,Sharjah,Industrial Area 15,"Ind 15,Sharjah",,,,0551313877,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11582,Noor Al Huda Skill Training Centre,Noor Al Huda,,,,,,,,Meena Road,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11583,FIC RESTAURANT L.L.C,Chilli's,,,1062/25,23,Sharjah,Sharjah,Muweilah Commercial,AL Marar,,,,,104402745400003,,25.316999,55.452767,"https://www.google.com/maps?q=25.316999,55.452767",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE,Location inherited from contract master (SL 23)
11584,FISH ISLAND SEA RESTAURANT L.L.C,,,,,,,,,Al Majas Cornish Street,,,,0561891110,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11585,AL MANARAH AL MUDHIA CAFTERIA,,,,,,Sharjah,Sharjah,Al Nahda,Al Nahda,,,,0559561398,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11586,SUSH CORNER,,,,,,Sharjah,Sharjah,Muwaileh,Muwaileh,,,,0569933355,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11587,BOSPORUS,,,,,,Sharjah,Sharjah,Muwaileh,Al Jada,,,,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11588,Euroimmun Medical Diagnostics,,,,,,Dubai,Dubai,,"Bay Square Bldg.6,Office 205,, Business Bay",,g.sahlmueller@euroimmun.de,,+971507349599,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11589,Capital Engineering Consultancy,,,,,,Sharjah,Sharjah,Abu Shagara,"Office 203,Sama 2 Tower,Abu Shagara",,,,0506525184,100202702500003,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11591,Peritos Flame,,,,,,Sharjah,Sharjah,Al Nahda,"Abdul Azeez Building, Al Nahda 1",,,058744558,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11592,Tea Junction,,,,,,Sharjah,Sharjah,Al Nahda,"Bori Building-7A St Near Subway, Al Nahda 2",,,048804428,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11593,Sports Restaurant Cafe,,,,,,Dubai,Dubai,Al Nahda,"Al Nahda 1, Dubai",,,,,,,25.273208,55.369476,"https://www.google.com/maps?q=25.273208,55.369476",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11594,Shaikha Amal Khalid Sultan Saqer Alqasimi,,,,,,Sharjah,Sharjah,Muwaileh,"Shop 5,Al Dheikha Bint Mohammedbnu S,, Maleha ,Muweilah,",,,,+97154755504,103072658000003,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11595,AL FARAJ BUILDING -MUTHEENA,Mutheena,,,1103/25,50,Dubai,Dubai,Al Nahda 2,Mutheena,,,,0582843198,,,25.28971,55.377969,"https://www.google.com/maps?q=25.289710,55.377969",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 50)
11596,Sarah Ali Pharmacy LLC,,,,"1085/25, 1215/26","36, 158",Ajman,Ajman,Al Jerf,"Shop number 33-32 , Ajman",,,,,,,25.42525,55.502324,"https://www.google.com/maps?q=25.425250,55.502324",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,"Location inherited from contract master (SL 36, 158)"
11597,Maitha Mohammed Abdulla Saif Al Shamsi(Muwailah 3649),,MUWAILAH BUILDINGS GROUP,,,,,,,,,,,0526243143,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11598,Hamad Ateeq Shames Ahmed Alameri YARMOOK BLDG,,YARMOOK BUILDINGS GROUP,,,,Sharjah,Sharjah,Al Yarmook,"Yarmook, Near School",,,,,,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11599,AZCB REAL ESTATE,,,,,,Dubai,Dubai,,"Lake central Tower, Office 1605,, Business Bay,Marasi Drive",,,,+971561774877,104639289800003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11611,Ahmed Mishal,,,,,,,,,Eliyash Villa,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11612,Holiday Factory Package Tours LLC,,,,,,Dubai,Dubai,,"Omniyath-2802, Business Bay",,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11613,AL YASSAT REAL ESTATE MANAGEMENT,,,,,,,,,Al Majas,,,,+971506115844,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11614,Royal Treat Catering Services,,,,1220/26,163,Dubai,Dubai,Dubai Investments Park,,,,,,,,24.972731,55.19061,"https://www.google.com/maps?q=24.972731,55.190610",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 163)
11615,RUKN AL RAHA LADIES SALON,,,,1088/25,39,Sharjah,Sharjah,Albade'i,"Hawshi,Sharjah",,,,,,,25.250695,55.534592,"https://www.google.com/maps?q=25.250695,55.534592",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Location inherited from contract master (SL 39)
11616,Artisan Bakers,,,,,,Dubai,Dubai,,"Damascus Street, Al Qusais",,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11617,Mohammad Saheb,,,,,,Dubai,Dubai,,Building Name : Zunurud MOE Al Barsha,,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11618,TAREEQ AL HANA GROCERY,,,,1102/25,49,Sharjah,Sharjah,Al Sharq,Butheena,,,,0548884042,,,25.374147,55.398079,"https://www.google.com/maps?q=25.374147,55.398079",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 49)
11619,Solomia Home Furniture Trading Co LLC,,,,,,Dubai,Dubai,,"Shop TDMZE LGM 003, Dubai Mall, Zabeel Second",,,,0521491164,104066185000003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11621,Al-Hazzaa Building Contracting Company – L.L.C.,,,,,,,,,"Al Mahta, Plot No : A_227",,,,+971504703316,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11622,Tea Oasis Cafe,,,,,,Sharjah,Sharjah,Muwaileh,Muwaileh,,,,0552891727,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11623,GERMAN PRINTING PRESS LLC,,,,,,Sharjah,Sharjah,Industrial Area 15,"National Paint,Industrial Area 15",,,,+971557316738,100375940200003,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11624,Petroserve International,,,,,,,,,"5th Floor,Head Quarter Building,DSO",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11625,HONORE BAKEHOUSE,,,,,,Sharjah,Sharjah,,"Commercuial Muwaleh, Sharjah",,,,+971561255045,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11626,MERINT LLC,,,,1107/25,54,Dubai,Dubai,Dubai Investment Park 1,"Merint,Dip 1,Near Nmc,, Dubai",,,+97148833131,,100325382800003,,24.998306,55.151253,"https://www.google.com/maps?q=24.998306,55.151253",CONTRACT_MASTER,VERIFIED,ASK: EMAIL,Location inherited from contract master (SL 54)
11627,Bait AlMualimGrill Restaurant,,,,,,,,,Butheena,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11628,Arun,,,,,,,,,"Salama Tower, Apt No :301, Al Majas",,,,+971552242610,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11629,MUMTAZ HYPER MARKET L.L.C,,,,,,Sharjah,Sharjah,Al Nad,"Al Nad Al Qasimiya,, Sharjah,King Faisal Street,Office 1st Floor",,,,0506927299,,,25.343644,55.389603,"https://www.google.com/maps?q=25.343644,55.389603",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11631,AL BUSTAN BACKERY & SWEETS LLC,,,,,,Sharjah,Sharjah,Industrial Area 3,Amman Street-Al Quasis Ind 3,,,,+971504736412,,,25.323377,55.393328,"https://www.google.com/maps?q=25.323377,55.393328",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11632,COOK & CO,,,,,,Sharjah,Sharjah,Industrial Area 3,Amman Street-Al Quasis Ind 3,,,,+971504736412,,,25.323377,55.393328,"https://www.google.com/maps?q=25.323377,55.393328",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11633,SHIFA AL JAZEERA MEDICAL CENTRE(MUWAILEH BRANCH),,SHIFA AL JAZEERA GROUP,,,,Sharjah,Sharjah,Muwaileh,"Shop No 4- Office No 1 Ibrahim Mohammed Al Madfa Steet, Al Mussalla, Muweilah",,,,+971569983606,104990510000003,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11634,APEX RESTAURANT,Pancake House,,,,,,,,"Shop No.G/0002B-Menkhol, Burjuman",,,,+971504493592,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11635,APEX RESTAURANT -(Pancake House),Pancake House,,,,,Dubai,Dubai,,Al Barsha,,,,+971504493592,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11636,DURAT AL KHALEEK FOOD STUFF CATERING & HOSPITALITY SERVICES,,,,,,,,,Saja,,,,0588489131,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11637,NEW GENERATION FOOD SUPPLEMENT TRADING,,,,,,Sharjah,Sharjah,Muwaileh,"SHJ.- MUWAILEH, SHARJAH",,,0506454577,0506454577,,Low,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11638,GOLD CENTER BUILDING,,,,,,Sharjah,Sharjah,Al Yarmook,Al Yarmook,,mokhles@goldcenter.ae,0503678861,,,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11639,DABABIS GROCERY,,,,1114/26,59,Sharjah,Sharjah,Industrial Area 6,"IND 6, SHARJAH",,,,,,,25.323247,55.415754,"https://www.google.com/maps?q=25.323247,55.415754",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Location inherited from contract master (SL 59)
11641,MASAR BODY BUILDING,,,,1115/26,60,Sharjah,Sharjah,Industrial Area,SHARJAH,,,,,,Low,25.328588,55.396234,"https://www.google.com/maps?q=25.328588,55.396234",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Location inherited from contract master (SL 60)
11642,GREEN ROOM DECOR CONT LLC,,,,,,,,,"Office No 3,First Floor,Behind Al Istiklal Street,, Yarmuk",,,,0529066501,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11643,Rahal General Enterprises FZE,,,,,,Sharjah,Sharjah,Al Hamriyah,SHJ-HAMRIYA,,,,,,,25.456513,55.513359,"https://www.google.com/maps?q=25.456513,55.513359",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11644,RUKN ALQAHWA CAFETERIA,,,,1120/26,64,Sharjah,Sharjah,Al Gharb,,,,,,,,25.355054,55.386853,"https://www.google.com/maps?q=25.355054,55.386853",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 64)
